30, Private, 77266, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 55, United-States, <=50K
47, Self-emp-not-inc, 177457, Some-college, 10, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, <=50K
30, State-gov, 312767, HS-grad, 9, Never-married, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
51, Private, 43354, 11th, 7, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
22, Self-emp-inc, 375422, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, South, <=50K
49, Self-emp-not-inc, 263568, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 60, United-States, >50K
67, ?, 74335, HS-grad, 9, Widowed, ?, Not-in-family, White, Female, 0, 0, 10, Germany, <=50K
26, Private, 302097, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 3464, 0, 48, United-States, <=50K
35, Private, 248010, Bachelors, 13, Married-spouse-absent, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
37, ?, 87369, 9th, 5, Divorced, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
34, Private, 405577, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
51, State-gov, 167065, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 102476, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Federal-gov, 526528, Some-college, 10, Never-married, Adm-clerical, Unmarried, Black, Female, 3887, 0, 40, United-States, <=50K
32, Private, 175878, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 35, United-States, <=50K
55, Private, 213894, 11th, 7, Separated, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
17, Private, 150262, 11th, 7, Never-married, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
40, Private, 75363, Some-college, 10, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 272671, Bachelors, 13, Divorced, Sales, Own-child, White, Male, 0, 0, 50, United-States, <=50K
67, Self-emp-inc, 411007, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 15831, 0, 40, United-States, >50K
44, Private, 222434, HS-grad, 9, Divorced, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, <=50K
26, Private, 180246, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 40, United-States, >50K
25, Private, 171236, HS-grad, 9, Divorced, Handlers-cleaners, Own-child, White, Female, 0, 0, 40, United-States, <=50K
45, Private, 367037, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 304651, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, >50K
62, Private, 97017, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
20, Private, 146879, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Male, 0, 2001, 40, United-States, <=50K
45, State-gov, 320818, Some-college, 10, Married-spouse-absent, Other-service, Other-relative, Black, Male, 0, 0, 40, Haiti, <=50K
47, Self-emp-not-inc, 84735, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 20, United-States, >50K
49, Private, 184428, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 326886, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
24, ?, 169624, HS-grad, 9, Divorced, ?, Unmarried, Black, Female, 0, 0, 37, United-States, <=50K
29, Private, 212102, HS-grad, 9, Separated, Other-service, Unmarried, Black, Female, 0, 0, 30, United-States, <=50K
23, Private, 175837, 11th, 7, Never-married, Farming-fishing, Other-relative, White, Female, 0, 0, 40, Puerto-Rico, <=50K
50, Private, 177487, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 286750, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 1902, 40, United-States, >50K
44, Private, 171424, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
32, Private, 194981, HS-grad, 9, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 36, United-States, <=50K
73, Private, 199362, HS-grad, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 30, United-States, <=50K
24, Private, 204226, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
46, State-gov, 72506, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 40, United-States, <=50K
61, Self-emp-inc, 61040, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 36, United-States, >50K
37, Federal-gov, 194630, Masters, 14, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
29, Private, 391867, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
40, Private, 94080, Assoc-acdm, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
17, Private, 289405, 11th, 7, Never-married, Machine-op-inspct, Own-child, Other, Male, 0, 0, 12, United-States, <=50K
30, Private, 170130, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
19, Private, 158118, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 1719, 40, United-States, <=50K
30, Private, 447739, Doctorate, 16, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
90, ?, 39824, HS-grad, 9, Widowed, ?, Not-in-family, White, Male, 401, 0, 4, United-States, <=50K
76, ?, 312500, 5th-6th, 3, Widowed, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 223342, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 1504, 35, United-States, <=50K
65, ?, 293385, Preschool, 1, Married-civ-spouse, ?, Husband, Black, Male, 0, 0, 30, United-States, <=50K
25, Private, 106377, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 66118, Bachelors, 13, Divorced, Prof-specialty, Own-child, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 274883, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
27, Local-gov, 123773, Assoc-acdm, 12, Never-married, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
42, Local-gov, 70655, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 44, United-States, <=50K
49, Private, 177426, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 20, United-States, <=50K
67, Local-gov, 258973, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
40, State-gov, 345969, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
27, Private, 127796, 5th-6th, 3, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 35, Mexico, <=50K
37, Private, 405723, 1st-4th, 2, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, Mexico, <=50K
57, Private, 175942, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
27, Private, 284196, 10th, 6, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 89718, HS-grad, 9, Never-married, Sales, Not-in-family, White, Female, 2202, 0, 48, United-States, <=50K
34, Self-emp-inc, 175761, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
54, Private, 206369, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 5178, 0, 50, United-States, >50K
52, Private, 158993, HS-grad, 9, Divorced, Other-service, Other-relative, Black, Female, 0, 0, 38, United-States, <=50K
42, Private, 285066, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, >50K
48, Private, 126754, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 40, United-States, >50K
65, State-gov, 209280, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 6514, 0, 35, United-States, >50K
55, Self-emp-not-inc, 52888, Prof-school, 15, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 10, United-States, <=50K
71, Self-emp-inc, 133821, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 20, United-States, >50K
33, Private, 240763, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
30, Private, 39054, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
35, Private, 119272, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 55, United-States, >50K
59, Private, 143372, 10th, 6, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
19, Private, 323421, Some-college, 10, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, <=50K
36, Self-emp-not-inc, 136028, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States, <=50K
26, Self-emp-not-inc, 163189, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 40, United-States, <=50K
34, Local-gov, 202729, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 421871, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, >50K
44, Private, 120277, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 15024, 0, 50, Italy, >50K
26, ?, 211798, HS-grad, 9, Separated, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
47, Private, 198901, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, <=50K
18, Private, 214617, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 16, United-States, <=50K
55, Self-emp-not-inc, 179715, 10th, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 18, United-States, <=50K
49, Local-gov, 107231, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2002, 40, United-States, <=50K
44, Private, 110355, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
43, Private, 184378, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
62, Private, 273454, 7th-8th, 4, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, Cuba, <=50K
44, Private, 443040, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
39, ?, 71701, HS-grad, 9, Divorced, ?, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
50, Self-emp-inc, 160151, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, >50K
35, Private, 107991, 11th, 7, Never-married, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
52, Private, 94391, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, <=50K
46, Private, 99835, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, >50K
44, Private, 43711, Assoc-acdm, 12, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, >50K
43, Private, 83756, Some-college, 10, Never-married, Exec-managerial, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
51, Private, 120914, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, White, Male, 2961, 0, 40, United-States, <=50K
20, Private, 180052, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 20, United-States, <=50K
47, Private, 170846, Assoc-acdm, 12, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, Italy, >50K
43, Private, 37937, Masters, 14, Divorced, Exec-managerial, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
64, ?, 168340, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, ?, >50K
24, Private, 38455, Some-college, 10, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
27, Federal-gov, 128059, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
32, Private, 420895, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 166744, HS-grad, 9, Divorced, Other-service, Unmarried, White, Female, 0, 0, 12, United-States, <=50K
26, Private, 238768, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 60, United-States, <=50K
43, Private, 176270, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 60, United-States, >50K
50, Private, 140592, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
20, Self-emp-not-inc, 211466, HS-grad, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 80, United-States, <=50K
37, Private, 188540, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 45, United-States, >50K
43, Private, 39581, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 45, United-States, <=50K
37, Private, 171150, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 50, United-States, >50K
53, Private, 117496, 9th, 5, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 36, Canada, <=50K
44, Private, 145160, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
25, Private, 28520, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
17, Private, 103851, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 1055, 0, 20, United-States, <=50K
19, Private, 375077, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 50, United-States, <=50K
53, State-gov, 281590, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 15024, 0, 40, United-States, >50K
44, Private, 151504, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, <=50K
51, Private, 415287, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 1902, 40, United-States, >50K
49, Private, 32212, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 43, United-States, <=50K
35, Private, 123606, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
44, Private, 202565, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
54, Private, 177927, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 60, United-States, <=50K
37, Private, 256723, Some-college, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 35, United-States, <=50K
18, Private, 46247, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, <=50K
24, Private, 266926, Some-college, 10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 112031, HS-grad, 9, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 50, United-States, <=50K
22, ?, 376277, Some-college, 10, Divorced, ?, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
35, Private, 168817, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
56, Private, 187487, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, >50K
32, ?, 158784, 7th-8th, 4, Widowed, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
24, Private, 67222, Bachelors, 13, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 45, China, <=50K
43, Private, 201723, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1902, 40, United-States, >50K
73, Private, 267408, HS-grad, 9, Widowed, Sales, Other-relative, White, Female, 0, 0, 15, United-States, <=50K
47, Federal-gov, 168191, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, ?, <=50K
49, Private, 105444, 12th, 8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 39, United-States, <=50K
38, Private, 156728, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Private, 148600, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, United-States, <=50K
39, Private, 19914, Some-college, 10, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, <=50K
42, Private, 190767, Bachelors, 13, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 233955, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 45, China, >50K
35, Private, 30381, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 45, United-States, >50K
38, Private, 187069, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
31, Private, 367314, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
51, Local-gov, 101119, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 70, United-States, <=50K
38, Private, 86551, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 48, United-States, >50K
40, Local-gov, 218995, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, >50K
21, Private, 57711, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
44, Private, 303521, Some-college, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
55, Private, 199067, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, >50K
29, Private, 247445, HS-grad, 9, Divorced, Sales, Not-in-family, White, Male, 0, 0, 45, United-States, <=50K
49, Private, 186078, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K
31, Private, 77634, Assoc-voc, 11, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 42, United-States, <=50K
24, Private, 180060, Masters, 14, Never-married, Exec-managerial, Own-child, White, Male, 6849, 0, 90, United-States, <=50K
46, Private, 56482, Some-college, 10, Never-married, Exec-managerial, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
26, Private, 314177, HS-grad, 9, Never-married, Sales, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
35, Private, 239755, Bachelors, 13, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 38, United-States, <=50K
27, Private, 377680, Assoc-voc, 11, Never-married, Sales, Not-in-family, White, Male, 0, 0, 50, United-States, <=50K
64, Self-emp-not-inc, 134960, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 35, United-States, >50K
26, Private, 294493, Bachelors, 13, Never-married, Craft-repair, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
21, Private, 32616, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 1719, 16, United-States, <=50K
45, Private, 182655, Bachelors, 13, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 45, ?, >50K
57, Local-gov, 52267, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 72, United-States, <=50K
30, Private, 117963, Bachelors, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
45, Private, 98881, 11th, 7, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 32, United-States, <=50K
50, Private, 196963, 7th-8th, 4, Divorced, Craft-repair, Not-in-family, White, Female, 0, 0, 30, United-States, <=50K
38, Private, 166988, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
43, Self-emp-not-inc, 193459, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
42, Private, 182342, Some-college, 10, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
32, Private, 496743, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 154781, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
27, Private, 219371, HS-grad, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
45, Private, 99179, 11th, 7, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
40, Private, 224910, HS-grad, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 304651, HS-grad, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 60, United-States, <=50K
37, Private, 349689, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
60, Private, 106850, 10th, 6, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
53, Self-emp-not-inc, 196328, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 45, United-States, >50K
25, Private, 169323, Bachelors, 13, Married-civ-spouse, Exec-managerial, Own-child, White, Female, 0, 0, 40, United-States, <=50K
47, Self-emp-not-inc, 162924, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 60, Japan, <=50K
40, Self-emp-not-inc, 34037, HS-grad, 9, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 70, United-States, <=50K
51, ?, 167651, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
19, Private, 197384, Some-college, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 10, United-States, <=50K
42, Private, 251795, Some-college, 10, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 50, United-States, >50K
65, ?, 266081, HS-grad, 9, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 40, United-States, <=50K
41, Private, 165309, Bachelors, 13, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
28, Private, 215873, 10th, 6, Never-married, Machine-op-inspct, Own-child, Black, Male, 0, 0, 45, United-States, <=50K
46, Private, 133938, Masters, 14, Divorced, Exec-managerial, Not-in-family, White, Female, 27828, 0, 50, United-States, >50K
49, Private, 159816, Bachelors, 13, Married-civ-spouse, Prof-specialty, Wife, White, Female, 99999, 0, 20, United-States, >50K
24, Private, 228424, HS-grad, 9, Never-married, Handlers-cleaners, Other-relative, Black, Male, 0, 0, 40, United-States, <=50K
32, Private, 195576, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
71, Private, 105200, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 6767, 0, 20, United-States, <=50K
26, Private, 167350, Some-college, 10, Married-civ-spouse, Tech-support, Husband, White, Male, 3103, 0, 40, United-States, >50K
29, Private, 52199, HS-grad, 9, Married-spouse-absent, Protective-serv, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 171338, Some-college, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 50, United-States, >50K
51, Private, 120173, Assoc-voc, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 3103, 0, 50, United-States, >50K
17, ?, 158762, 10th, 6, Never-married, ?, Own-child, White, Female, 0, 0, 20, United-States, <=50K
49, Private, 169818, HS-grad, 9, Married-civ-spouse, Other-service, Wife, Black, Female, 0, 0, 40, United-States, >50K
31, Private, 288419, 10th, 6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 207546, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
59, Local-gov, 147707, HS-grad, 9, Widowed, Farming-fishing, Unmarried, White, Male, 0, 2339, 40, United-States, <=50K
17, ?, 228373, 10th, 6, Never-married, ?, Own-child, White, Male, 0, 0, 30, United-States, <=50K
43, Private, 193882, Some-college, 10, Married-civ-spouse, Sales, Husband, White, Male, 7688, 0, 40, United-States, >50K
38, Private, 31033, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 7298, 0, 40, United-States, >50K
37, Private, 272950, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 183523, 10th, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, <=50K
39, Private, 238415, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
31, Private, 19302, Assoc-acdm, 12, Never-married, Adm-clerical, Not-in-family, White, Male, 2202, 0, 38, United-States, <=50K
42, Local-gov, 339671, Bachelors, 13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female, 8614, 0, 45, United-States, >50K
35, Local-gov, 103260, Masters, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 35, United-States, >50K
39, Private, 79331, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male, 15024, 0, 40, United-States, >50K
40, Private, 135056, Assoc-acdm, 12, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
66, Private, 142723, 5th-6th, 3, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, Puerto-Rico, <=50K
30, Federal-gov, 188569, 9th, 5, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 57322, Assoc-acdm, 12, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 178309, 9th, 5, Never-married, Other-service, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
45, Private, 166107, Masters, 14, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, <=50K
31, Private, 53042, Some-college, 10, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male, 0, 0, 40, Trinadad&Tobago, <=50K
33, Private, 155343, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 3103, 0, 40, United-States, >50K
32, Private, 35595, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 429507, Assoc-acdm, 12, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, <=50K
50, Federal-gov, 159670, HS-grad, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, >50K
